url,date,tweet,id,username,company,category
https://twitter.com/reimu_0919/status/1435578616029450240,2021-09-08 12:19:48+00:00,ディールのこれ付けたいからApple Watchがほしい！！ https://t.co/B1Dhhzpf7L,1.43558E+18,reimu_0919,Apple,Technology
https://twitter.com/yukazouwaiwai/status/1435578606982348801,2021-09-08 12:19:46+00:00,"総額3,000,000円超・@NimasoJpの9月限定イベント #運命の出会い に参加しました。 🎁超豪華賞品：#iPhone2021 新機種、Apple Watchなど盛りだくさん。 NIMASOの新製品リリースを楽しみにしています。10/31まで。 イベント：https://t.co/XakB2SV7J9",1.43558E+18,yukazouwaiwai,Apple,Technology
https://twitter.com/Kaisendoonn/status/1435578606491561985,2021-09-08 12:19:46+00:00,@RachEl_12_WB そう！Appleで買う時にできるよ〜,1.43558E+18,Kaisendoonn,Apple,Technology
https://twitter.com/nauxulo/status/1435578602301628421,2021-09-08 12:19:45+00:00,El proximo martes 14 es la presentación de los nuevos productos de apple con ganas de ver con lo que nos trae este año!,1.43558E+18,nauxulo,Apple,Technology
https://twitter.com/wahbhai/status/1435578601638821892,2021-09-08 12:19:45+00:00,Apple Watch Sport Loop (44mm) – Plum – Regular https://t.co/v5RKjx8ru9,1.43558E+18,wahbhai,Apple,Technology
https://twitter.com/Da_dapperdan/status/1435578600972038151,2021-09-08 12:19:44+00:00,Apple announced the iphone 13 will have bigger batteries and quicker charging…we’ll see about that,1.43558E+18,Da_dapperdan,Apple,Technology
https://twitter.com/Jacobaduh/status/1435578600573575168,2021-09-08 12:19:44+00:00,@AwesomeAdamTV Apple 🍎,1.43558E+18,Jacobaduh,Apple,Technology
https://twitter.com/Cronfinii/status/1435578582819090432,2021-09-08 12:19:40+00:00,Retardado demais se eu comprar pou na Apple Store? Kk,1.43558E+18,Cronfinii,Apple,Technology
https://twitter.com/Early_san_PRO/status/1435578578549161984,2021-09-08 12:19:39+00:00,@apple_audio_B3 （ ＾ω＾）おっ,1.43558E+18,Early_san_PRO,Apple,Technology
https://twitter.com/akorushi_aqua/status/1435578576200368128,2021-09-08 12:19:38+00:00,@apple_juiceWin あらら…お大事にね,1.43558E+18,akorushi_aqua,Apple,Technology
https://twitter.com/jinmarieee/status/1435578575793569796,2021-09-08 12:19:38+00:00,fuck pumpkin spice I’m ready for all the apple cider donuts,1.43558E+18,jinmarieee,Apple,Technology
https://twitter.com/Gadgets360/status/1435578571251011595,2021-09-08 12:19:37+00:00,"Apple is teasing iOS 15 features on its Tips app ahead of next week's iPhone 13 launch event 
https://t.co/D1q1y6WVDM
#AppleEvent",1.43558E+18,Gadgets360,Apple,Technology
https://twitter.com/wiggytattoo/status/1435578565148528644,2021-09-08 12:19:36+00:00,Apple pie and custard is a healthy breakfast right? https://t.co/3cESPNFyOj,1.43558E+18,wiggytattoo,Apple,Technology
https://twitter.com/Malex_inator/status/1435578559553277959,2021-09-08 12:19:35+00:00,@indie__scum It's basically like a spicy apple pie 😬,1.43558E+18,Malex_inator,Apple,Technology
https://twitter.com/TL_Zicx/status/1435578557661601793,2021-09-08 12:19:34+00:00,@orangemorangee Android &lt;Apple,1.43558E+18,TL_Zicx,Apple,Technology
https://twitter.com/dietcokeIbs/status/1435578555510018060,2021-09-08 12:19:34+00:00,anyways im abt to do 35mins of pilates and im gonna qrt this when im done with the apple watch session so if im not back in like 40mins with it yall can feel free to be mean LOL,1.43558E+18,dietcokeIbs,Apple,Technology
https://twitter.com/goodsoilinvest/status/1435578554343960578,2021-09-08 12:19:33+00:00,"@kevinmccabe33 @EmmetPeppers Our episodes are available on Spotify, Apple Podcasts and more: https://t.co/yMEX4qC2tQ",1.43558E+18,goodsoilinvest,Apple,Technology
https://twitter.com/souleygk_/status/1435578552586579973,2021-09-08 12:19:33+00:00,Déjà Jvais enlever Apple Pay,1.43558E+18,souleygk_,Apple,Technology
https://twitter.com/countrymusic_20/status/1435578547972812803,2021-09-08 12:19:32+00:00,@Apple Series 7 watch and iPhone 13 pro / pro max,1.43558E+18,countrymusic_20,Apple,Technology
https://twitter.com/jey_earth/status/1435578546525638660,2021-09-08 12:19:31+00:00,"ブログ更新しました‼️

#ブログ #ブログ更新 
#AppleEvent #Apple 
https://t.co/WrfyydfFuB",1.43558E+18,jey_earth,Apple,Technology
https://twitter.com/geshi2sei/status/1435578543593832451,2021-09-08 12:19:31+00:00,@apple___ginger なんと…！自分から交渉を持ち掛けないと値引き等されませんよね；どんどん交渉しないと損ですね；,1.43558E+18,geshi2sei,Apple,Technology
https://twitter.com/serialtoon/status/1435578541240774666,2021-09-08 12:19:30+00:00,@tomwarren Wait til you use the right-click menu. Windows 11 ditches productivity and usability for the sake of chasing Apples UX design. One day I hope Microsoft stops this path and forges its own.,1.43558E+18,serialtoon,Apple,Technology
https://twitter.com/MabeAhiaba/status/1435578531199823873,2021-09-08 12:19:28+00:00,God when will someone make Apple Music playlist for me 😭. This foolish boy is making playlist for his girlfriend 😩,1.43558E+18,MabeAhiaba,Apple,Technology
https://twitter.com/MediaOneTVLive/status/1435578516846759945,2021-09-08 12:19:24+00:00,ഫെബ്രുവരി മുതൽ ആപ്പിൾ കാർ ടീമിൽ നിന്ന് പുറത്തുപോകുന്ന നാലാമത്തെ മുതിർന്ന അംഗമാണ് ഫീൽഡ് #Apple #BatteryCar https://t.co/k9sCWuf9VS,1.43558E+18,MediaOneTVLive,Apple,Technology
