url,date,tweet,id,username,category
https://twitter.com/trhk_p_0/status/1435577358455435264,2021-09-08 12:14:48+00:00,"Another 新たなる冒険配布します。
配布方法はGoogleフォトです。
お金取っている方多いようですが、過ぎた配信なので別にお金はとりません。
お求めの方は鍵垢まで。
鍵垢は固ツイ確認してから来てください。",1.44E+18,trhk_p_0,Technology
https://twitter.com/studiooctan/status/1435577356723314690,2021-09-08 12:14:48+00:00,"@p_yelvington @PerpetualWinger @brontyman @nancyquinn You realize ivermectin was created for humans and two doctors won a Nobel prize for it, right? Google searching (and a desire to choose truth over peer pressure or self-gratification) is good work.",1.44E+18,studiooctan,Technology
https://twitter.com/farahwahidabr/status/1435577352025563137,2021-09-08 12:14:47+00:00,@wxwxngs Yes tadi aku google hahaha macam hobby orang kaya je ni takutla!,1.44E+18,farahwahidabr,Technology
https://twitter.com/XatakaHome/status/1435577350331244544,2021-09-08 12:14:46+00:00,"Bose estrena barra de sonido: la Smart Soundbar 900 llega con Dolby Atmos, HDMI eARC, Google Assistant y Alexa https://t.co/GJgEx8LO2d https://t.co/G0kKYvdNqJ",1.44E+18,XatakaHome,Technology
https://twitter.com/blanktae_04/status/1435577348464672772,2021-09-08 12:14:46+00:00,"@vkoogfr Nagsearch ako kay mareng google, iilan lang bansang nagsstart sa letter L. Yan pinakamalapit😭😭",1.44E+18,blanktae_04,Technology
https://twitter.com/TechHighest/status/1435577348422881287,2021-09-08 12:14:46+00:00,"@zeunermax I feel like android 12, especially vanilla isn't a great example tbh

Imo it's the worst skin google has made and it's just.. bad",1.44E+18,TechHighest,Technology
https://twitter.com/R39714089/status/1435577343003688966,2021-09-08 12:14:44+00:00,"1RTで
ご主人様…///もっとお仕置きしてください…///♡
とツイート

Who is this for?(コレ誰得なん？ By Google 翻訳にて
#見たら必ず押せボタン
#みんなのボタンメーカー
 https://t.co/Qx3J5bCoyB",1.44E+18,R39714089,Technology
https://twitter.com/notware/status/1435577339837046785,2021-09-08 12:14:44+00:00,@CrossCountryUK first picture is Edinburgh Old Town (checked on Google Maps). Second one I am not sure but it would seem to be SW England somewhere.,1.44E+18,notware,Technology
https://twitter.com/COMA387ClassBot/status/1435577338511740928,2021-09-08 12:14:43+00:00,Why does Google whiten people by searching like Dylann Roof,1.44E+18,COMA387ClassBot,Technology
https://twitter.com/Mequias1991/status/1435577334824906753,2021-09-08 12:14:43+00:00,"With the increased pace of digitization, we’re hearing from many customers looking to translate their websites. Here are our best practices for optimizing cost, performance, and security while using Google’s state-of-the-art Machine Learning models. https://t.co/0gpkUTbCUg",1.44E+18,Mequias1991,Technology
