url,date,content,id,username,category
https://twitter.com/cxptainflint/status/1435580927267201025,2021-09-08 12:28:59+00:00,@FanQueenJoann don't worry! yes your favorites ones,1.43558E+18,cxptainflint,Entertainment
https://twitter.com/70sprongsfoot/status/1435580888566358025,2021-09-08 12:28:50+00:00,@iS2B3N TBM MAS PQ Q ELE JPGA EXY?????? PENSA,1.43558E+18,70sprongsfoot,Entertainment
https://twitter.com/yoncevadia/status/1435580884909010958,2021-09-08 12:28:49+00:00,@poolsdrunk pior que devem estar assim msm kkkkkkk,1.43558E+18,yoncevadia,Entertainment
https://twitter.com/hrbaldwin__/status/1435580878437167107,2021-09-08 12:28:47+00:00,"Vi annuncio amiche mie che sto per guardare he’s all that dato che non trovo shang-chi.
Wish me 🍀 

@icallhnz @iwishitwasnot17",1.43558E+18,hrbaldwin__,Entertainment
https://twitter.com/PodcastQuarter/status/1435580872871354372,2021-09-08 12:28:46+00:00,"Episode 81 of #QLC brought to you by tailgate brews:

- Ranking Bang for Buck Tailgate Beers
- NFL Picks Week 1
- MCU Movie Review: Shang-Chi and the Legend of the Ten Rings
- AND MORE!

Listen👇🏼

https://t.co/qoHMBLf9Wo",1.43558E+18,PodcastQuarter,Entertainment
https://twitter.com/yelenasxwidow/status/1435580872141545474,2021-09-08 12:28:46+00:00,"without spoiling it, how good is shang-chi??",1.43558E+18,yelenasxwidow,Entertainment
https://twitter.com/lokisdaggerflip/status/1435580848871456772,2021-09-08 12:28:40+00:00,mcu clint barton was the exception https://t.co/D9f8yfDEy7,1.43558E+18,lokisdaggerflip,Entertainment
https://twitter.com/obrienerv/status/1435580843909685254,2021-09-08 12:28:39+00:00,ale mi coś szeleści w plecaku,1.43558E+18,obrienerv,Entertainment
https://twitter.com/dudeisafan15/status/1435580843175530503,2021-09-08 12:28:39+00:00,E T H E R E A L https://t.co/K9F85iqWZz,1.43558E+18,dudeisafan15,Entertainment
https://twitter.com/mostafa3elew/status/1435580835877560323,2021-09-08 12:28:37+00:00,DJ Snake - Run It (ft. Rick Ross &amp; Rich Brian) [from Shang-Chi and the L... https://t.co/VmuxDaUC5C via @YouTube,1.43558E+18,mostafa3elew,Entertainment
https://twitter.com/wlwbuckleys/status/1435580810241916933,2021-09-08 12:28:31+00:00,so..... ootw buddie anyone?,1.43558E+18,wlwbuckleys,Entertainment
https://twitter.com/70sprongsfoot/status/1435580801559695364,2021-09-08 12:28:29+00:00,@iS2B3N ADEUS,1.43558E+18,70sprongsfoot,Entertainment
https://twitter.com/ShopArzo/status/1435580757066412037,2021-09-08 12:28:18+00:00,"'Shang-Chi' flare-up on social media known as a 'misunderstanding' by Marvel's Kevin Feige #necessarypresence
Click f...
https://t.co/GXeKggVpYl",1.43558E+18,ShopArzo,Entertainment
https://twitter.com/NPresence/status/1435580756156317704,2021-09-08 12:28:18+00:00,"'Shang-Chi' flare-up on social media known as a 'misunderstanding' by Marvel's Kevin Feige #necessarypresence
Click f...
https://t.co/cZZpMkWP6e",1.43558E+18,NPresence,Entertainment
https://twitter.com/GraceAmazin/status/1435580755166449669,2021-09-08 12:28:18+00:00,"'Shang-Chi' flare-up on social media known as a 'misunderstanding' by Marvel's Kevin Feige #necessarypresence
Click f...
https://t.co/s2l0xf3z9Z",1.43558E+18,GraceAmazin,Entertainment
https://twitter.com/h1ghwalls/status/1435580752461275139,2021-09-08 12:28:17+00:00,@aquillasmater AMO MA CERTO CHE CI VENGO ANCHE IO CERCAVO QUALCUNO CON CUI ANDARE,1.43558E+18,h1ghwalls,Entertainment
https://twitter.com/goldenpads/status/1435580738150207489,2021-09-08 12:28:14+00:00,COISA MAIS LINDA  https://t.co/fcqdylgno0,1.43558E+18,goldenpads,Entertainment
https://twitter.com/tstarkparadise/status/1435580733574295552,2021-09-08 12:28:13+00:00,for real :( https://t.co/YKiCff2qqF,1.43558E+18,tstarkparadise,Entertainment
https://twitter.com/justine_variant/status/1435580709750648841,2021-09-08 12:28:07+00:00,Ja od kilku dni: https://t.co/jiXfEDTt2Y,1.43558E+18,justine_variant,Entertainment
https://twitter.com/KINOde/status/1435580692918796291,2021-09-08 12:28:03+00:00,Sogar beliebter als „Avengers: Endgame“: Hier schlägt „Shang-Chi“ alle MCU-Filme https://t.co/a72MryhJ7f,1.43558E+18,KINOde,Entertainment
https://twitter.com/STCRMWEB/status/1435580661490987013,2021-09-08 12:27:56+00:00,@gemistark https://t.co/cSpGllSchA,1.43558E+18,STCRMWEB,Entertainment
https://twitter.com/cptainlarson/status/1435580654033461254,2021-09-08 12:27:54+00:00,@le_fvs in 😍,1.43558E+18,cptainlarson,Entertainment
https://twitter.com/Lunchbox18715/status/1435580618889482240,2021-09-08 12:27:45+00:00,NOT FALLOUT SJJZJZSJS https://t.co/s5Ae5lXFK6,1.43558E+18,Lunchbox18715,Entertainment
https://twitter.com/mlmclint/status/1435580617375338501,2021-09-08 12:27:45+00:00,THAT WHAT IF EP WAS SO FUCKING GOOD,1.43558E+18,mlmclint,Entertainment
https://twitter.com/70sprongsfoot/status/1435580602170937345,2021-09-08 12:27:42+00:00,@iS2B3N CARALHO A TRILOGIA IBTEIRA E SOBRE ISSO???????,1.43558E+18,70sprongsfoot,Entertainment
https://twitter.com/justine_variant/status/1435580600602308614,2021-09-08 12:27:41+00:00,@_john_lock_ @ilymaximoff Omg skąd jesteś?,1.43558E+18,justine_variant,Entertainment
https://twitter.com/lokiapocalypse/status/1435580599989903364,2021-09-08 12:27:41+00:00,@anztransactions are you studying to be a doctor,1.43558E+18,lokiapocalypse,Entertainment
https://twitter.com/raggedyval/status/1435580598970683400,2021-09-08 12:27:41+00:00,@raedtea Sì dai,1.43558E+18,raggedyval,Entertainment
https://twitter.com/yoncevadia/status/1435580598899331072,2021-09-08 12:27:41+00:00,@beycrf @leotakestwo tinha que ser fã daquela lá que romantiza preconceito,1.43558E+18,yoncevadia,Entertainment
https://twitter.com/scottlikesants/status/1435580594625253378,2021-09-08 12:27:40+00:00,"#WhatIf ranking so far

1. tchalla as star lord 
2. zombies
3. no more avengers
4. strange supreme
5. cap carter",1.43558E+18,scottlikesants,Entertainment
https://twitter.com/starkavoy/status/1435580588099047428,2021-09-08 12:27:38+00:00,@alrightyalma l'épisode de ahstories !!!,1.43558E+18,starkavoy,Entertainment
https://twitter.com/iinsomniawaltz/status/1435580587344072712,2021-09-08 12:27:38+00:00,"[#WhatIf ]

bucky ""silent but deadly"" barnes
skills: murder, killer arm, heavy sleeper

ЛУЧШЕЕ ОПИСАНИЕ БАКИ БОЖЕ",1.43558E+18,iinsomniawaltz,Entertainment
https://twitter.com/sunnymoonyx/status/1435580582596071426,2021-09-08 12:27:37+00:00,JFJEIFOOWOFOOAKCKSKJDNWNWJJFIWOFOWIKDJWJEJXJJAJWKFKIAIEHEHSHJXKWKEKDJJDJWIEIDIXIWJDJISISIEUWIDIJCJRJWJSKKFJEIEIOWOFIFJDJWJOQOSOFICUSJJWJDKCKOSOEJJFJFJXKSOIRIFJXJSJSJICUSJWKIDIDJXJSJJEIDIDIFJGJDNNWKWLAOCOFIEUSJXJSJKSOWOFIFJXJJB?????????????????????????????????????????????????????,1.43558E+18,sunnymoonyx,Entertainment
https://twitter.com/cptainlarson/status/1435580561289003008,2021-09-08 12:27:32+00:00,cap cut para de travarrr,1.43558E+18,cptainlarson,Entertainment
https://twitter.com/maagonella/status/1435580554892791815,2021-09-08 12:27:30+00:00,"Fui assistir Shang-Chi sem muita expectativa e o filme é bom pra caralho, me impressionou",1.43558E+18,maagonella,Entertainment
https://twitter.com/lilacparkers/status/1435580554209071114,2021-09-08 12:27:30+00:00,"#WhatIf spoilers 
-
-
-
-
-
-
WANDA NOOOOO",1.43558E+18,lilacparkers,Entertainment
