url,date,tweet,id,username,category
https://twitter.com/infosportplus/status/1435579026316398594,2021-09-08 12:21:26+00:00,"#Football 

Eduardo @Camavinga : ""Je suis très heureux et fier d'être ici. Je tiens à remercier le président du Real Madrid et ma famille, car ils m'ont permis d'être là. S'il y a quelques années, on m'avait dit que je serais ici… Hala Madrid !"" #RealMadrid #Camavinga https://t.co/lpxLuAymW8",1.43558E+18,infosportplus,Sport
https://twitter.com/_NoMercyy/status/1435579024634437633,2021-09-08 12:21:25+00:00,football tmrwwww https://t.co/6gcCKz1wSG,1.43558E+18,_NoMercyy,Sport
https://twitter.com/Fegho10/status/1435579021979439105,2021-09-08 12:21:25+00:00,@JEH_TOMS And people who started watching football in 2013,1.43558E+18,Fegho10,Sport
https://twitter.com/MookD0G/status/1435579018506653700,2021-09-08 12:21:24+00:00,"Y’all know the vibes Football is Back Tomorrow! Check out this new episode w/@spksptngs @AustinRC246 &amp; @H_Ketto19 to start the season off right. Available wherever you get podcast, links in the bio &amp; below 👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾👇🏾 https://t.co/UVVfZGvdBN",1.43558E+18,MookD0G,Sport
https://twitter.com/Holyship26/status/1435579018200289284,2021-09-08 12:21:24+00:00,@Football__Tweet *futbol,1.43558E+18,Holyship26,Sport
https://twitter.com/XolaniMbatha96/status/1435579017411932160,2021-09-08 12:21:24+00:00,Vincente del Bosque is still the best Spanish football manager for me https://t.co/PS1WUakGiM,1.43558E+18,XolaniMbatha96,Sport
https://twitter.com/CollinUrich2/status/1435579012735279105,2021-09-08 12:21:23+00:00,Thank you @BUFootball for the invite!! I am very excited to attend the game. @ahunt90 @celina_football @celina_football https://t.co/jrAywPfqyK,1.43558E+18,CollinUrich2,Sport
https://twitter.com/BADRDesign14/status/1435579008092147715,2021-09-08 12:21:21+00:00,"- My Designs "" BADR Design "" . 
@FCBayern 
"" Wallpapers "" . 
#Gnabry #Muller #Coman #Lewandowski 
- Football #Art #Designs https://t.co/5nguXoUd9C",1.43558E+18,BADRDesign14,Sport
https://twitter.com/abdullah_mujmmy/status/1435579005772746752,2021-09-08 12:21:21+00:00,@25h_q8 @__BM10__ @football_l5 مين دفني في تصفيات ١٨ تعادلت معهم في ارضي وفازوا في ارضهم بهدايا المسيليم ٣-٢,1.43558E+18,abdullah_mujmmy,Sport
https://twitter.com/kko7_k/status/1435579004292116481,2021-09-08 12:21:21+00:00,@Ab2llah81 @AlahwazOf @iB7mn @football_l5 العجم الي هم الفرس مايعرفون ينطقون حرف ح فلذلك اسمه على ما اظن هو الاحواز ولك كل الاحترام,1.43558E+18,kko7_k,Sport
https://twitter.com/JamesWoodFB/status/1435579001951633413,2021-09-08 12:21:20+00:00,"James Wood High School is looking for a varsity football opponent for this Friday (9/10). Please contact Coach Morgan through direct message or contact our athletic director, Mr. Craig Woshner.",1.43558E+18,JamesWoodFB,Sport
https://twitter.com/mattcharboneau/status/1435578993273626636,2021-09-08 12:21:18+00:00,"United Wholesale Mortgage announces it will provide a $500 stipend per month for all MSU football and men’s basketball players, totaling $6,000 per player",1.43558E+18,mattcharboneau,Sport
https://twitter.com/Patchesdfitz/status/1435578987368042497,2021-09-08 12:21:17+00:00,@Kazoochka Because he is a crook and the reason Irish football is in such a state is because he used it as his personal piggyback,1.43558E+18,Patchesdfitz,Sport
https://twitter.com/gregghendry/status/1435578976303464449,2021-09-08 12:21:14+00:00,"In football and life, stay in it all 4 quarters. https://t.co/19XqVgL7hE",1.43558E+18,gregghendry,Sport
https://twitter.com/UruguayHeroes/status/1435578973933686792,2021-09-08 12:21:13+00:00,"Giorgian De Arrascaeta for Uruguay:

- 3 goals in his first 30 appearances.
- 3 goals in the 2 appearances since his 30th.

When you give him the freedom to play, he will deliver. One of the best Uruguayan footballers in world football. https://t.co/JYUaAqs58u",1.43558E+18,UruguayHeroes,Sport
https://twitter.com/Kunjy/status/1435578972901806084,2021-09-08 12:21:13+00:00,"@MulundaArchie We can live without football for now.
We have dire issues that need addressing and football is not one of them.",1.43558E+18,Kunjy,Sport
https://twitter.com/Pellespojke/status/1435578970699931650,2021-09-08 12:21:13+00:00,@RasimReiz Som mina scouter bitvis i Football Manager 😅😅,1.43558E+18,Pellespojke,Sport
https://twitter.com/nathans388/status/1435578966404841474,2021-09-08 12:21:12+00:00,Good morning everyone. Who's getting excited for football? https://t.co/lMlOCMoKHs,1.43558E+18,nathans388,Sport
https://twitter.com/skyler_sekoaila/status/1435578966027472900,2021-09-08 12:21:11+00:00,Say it with your chest Wednesdays : international football should be canceled or be played at the Olympics only https://t.co/1nQI3VwrpJ,1.43558E+18,skyler_sekoaila,Sport
https://twitter.com/JordanDean04/status/1435578965964460034,2021-09-08 12:21:11+00:00,"NCAA Football 14, Rocket League, Smackdown vs Raw 2007, NFL 2K5, and Wii Sports. I'm set. https://t.co/oR29EjPcKG",1.43558E+18,JordanDean04,Sport
https://twitter.com/bobounds/status/1435578963837992966,2021-09-08 12:21:11+00:00,"Today on the #OOBShow

#HailState Insider @ScoutSteveR 
College football guru @CFBMatrix

@MississippiAG Text Line 601-885-3776
@FarmBureau Call Line 601-707-3750

Listen Live https://t.co/t5jAb0HFyD https://t.co/3hRWWc7kd6",1.43558E+18,bobounds,Sport
https://twitter.com/Omari_Davis12/status/1435578962495823876,2021-09-08 12:21:11+00:00,Harvard showing love @HarvardFootball @Crim_Recruiting @ShaedonMeadors @Clover_Football @Coach_Lane8 #CrimCountry23 https://t.co/BnXql1MGdt,1.43558E+18,Omari_Davis12,Sport
https://twitter.com/FootballWaffler/status/1435578960134426628,2021-09-08 12:21:10+00:00,"Hi welcome to McDonald’s, what could I get for you? https://t.co/KKnWS04MRh",1.43558E+18,FootballWaffler,Sport
https://twitter.com/ClubTamarac/status/1435578959652130818,2021-09-08 12:21:10+00:00,Let’s go Football!! #bengalproud #letsgowildcats https://t.co/gjQ3ACyF8u,1.43558E+18,ClubTamarac,Sport
https://twitter.com/alfredthepict/status/1435578959484358667,2021-09-08 12:21:10+00:00,@GerUndercover @paddyb53 @GT_Football_ @Pmacgiollabhain Half the team my arse !,1.43558E+18,alfredthepict,Sport
https://twitter.com/FootballCTY/status/1435578944405876741,2021-09-08 12:21:06+00:00,@Refsgaaard WWW,1.43558E+18,FootballCTY,Sport
https://twitter.com/kumagi7/status/1435578940874129409,2021-09-08 12:21:05+00:00,I miss playing football. Lesgooooo,1.43558E+18,kumagi7,Sport
https://twitter.com/darcangel21/status/1435578935740407810,2021-09-08 12:21:04+00:00,My basic reaction to anyone saying women don't belong in football https://t.co/NpK2FIhjl9,1.43558E+18,darcangel21,Sport
https://twitter.com/alex_strm/status/1435578930115850244,2021-09-08 12:21:03+00:00,"@Fleck_Scout Sur football manager, ils sont considéré comme extra communautaire",1.43558E+18,alex_strm,Sport
https://twitter.com/TodayHeadline42/status/1435578925426565123,2021-09-08 12:21:02+00:00,A-League considers delayed start to season – FTBL | The home of football in Australia – The Women’s Game https://t.co/v0gVCd5m1g,1.43558E+18,TodayHeadline42,Sport
https://twitter.com/Thebrian186/status/1435578924050882560,2021-09-08 12:21:01+00:00,Après le football à évoluer aussi mais pour moi le meilleur de tout les temps c'est ni Messi ni cr7 c'est une question d'époque je pense https://t.co/CjXhfaatla,1.43558E+18,Thebrian186,Sport
https://twitter.com/Tuscolafootball/status/1435578922364768260,2021-09-08 12:21:01+00:00,Our game Friday vs. Sullivan was cancelled. We will now play Parke Heritage at home starting at 6:30pm.,1.43558E+18,Tuscolafootball,Sport
https://twitter.com/LCCknightFb/status/1435578919915294723,2021-09-08 12:21:00+00:00,Week 3: One Play Warrior https://t.co/wZZameESsg,1.43558E+18,LCCknightFb,Sport
https://twitter.com/WildCardThor/status/1435578919881744386,2021-09-08 12:21:00+00:00,There’s football tomorrow ladies and gentlemen https://t.co/FGGY35D8IT,1.43558E+18,WildCardThor,Sport
https://twitter.com/appin_sports/status/1435578917415497729,2021-09-08 12:21:00+00:00,"One of the most important components of a football shirt,  our football kits come with high quality badges and logos at no extra cost 

https://t.co/Tb2r0MmhWE https://t.co/ZA6UPnNzCo",1.43558E+18,appin_sports,Sport
https://twitter.com/MirrorFootball/status/1435578917042020357,2021-09-08 12:21:00+00:00,"He arrived at Carrington bright and early this morning...

https://t.co/P7rFePayUY",1.43558E+18,MirrorFootball,Sport
https://twitter.com/footballhomevn/status/1435578912319295499,2021-09-08 12:20:59+00:00,"Iceland vs #Germany l Germany Potential Lineup World Cup 2022 Qualifier https://t.co/Wo5V2eA3wW via @YouTube 
#Germany #Iceland #WorldCup2022 #WorldCupQualifiers #WorldCup #WorldCupQualifier https://t.co/oNfQY8ogFx",1.43558E+18,footballhomevn,Sport
https://twitter.com/AgentSCarolina/status/1435578912038338562,2021-09-08 12:20:59+00:00,@Cizzlak Does ff in this instance mean fantasy football or something related to final fantasy?,1.43558E+18,AgentSCarolina,Sport
https://twitter.com/SirRiqui/status/1435578909970636804,2021-09-08 12:20:58+00:00,@Football__Tweet https://t.co/ilPGwyvti9,1.43558E+18,SirRiqui,Sport
https://twitter.com/YSFootball1/status/1435578909127593986,2021-09-08 12:20:58+00:00,"@Yassine3106 Voilà, je vois des gens s'affoler mais c 1 nul contre 1 adversaire solide et je pense que c en grande partie dû à l'aspect physique.Néanmoins,il doit quand même y avoir des ajustements et des erreurs à corriger tout en incorporant certa",1.43558E+18,YSFootball1,Sport
https://twitter.com/6_jpatt12/status/1435578904694059012,2021-09-08 12:20:57+00:00,@JPFinlayNBCS @AdamSchefter LONG LIVE FOOTBALL TEAM,1.43558E+18,6_jpatt12,Sport
https://twitter.com/ChrisBlue92/status/1435578903460990976,2021-09-08 12:20:57+00:00,"Good afternoon @khaleejtimes , Anychance of you doing an article regarding one of your Locals, Abdallah Lemsagam being one of the most disliked people in Oldham, England, in regards to how he is destroying our football club of 125 years @OfficialOAFC? 

#oafc",1.43558E+18,ChrisBlue92,Sport
https://twitter.com/benrasmin/status/1435578903012286468,2021-09-08 12:20:56+00:00,Can’t say the fact our chairman is dividing his time between football and e-sports fills me with much confidence 😳 #wwfc https://t.co/0TzHDalvV7,1.43558E+18,benrasmin,Sport
https://twitter.com/Holyship26/status/1435578902290653184,2021-09-08 12:20:56+00:00,@Football__Tweet I know Stephen A got no clue when it comes to futball but https://t.co/tlO5ZFsEN3,1.43558E+18,Holyship26,Sport
https://twitter.com/WacoHighSchool/status/1435578901632323588,2021-09-08 12:20:56+00:00,"Killeen vs. Waco | High School Football
Kangaroos vs. Lions
🏈Live Streaming🏈📲👉 https://t.co/bx6svPew8t
The Waco High (TX) varsity football team has a home non-conference game vs. Killeen (TX) on Thursday, September 9 @ 7p. https://t.co/XDsfB6RiQ6",1.43558E+18,WacoHighSchool,Sport
https://twitter.com/FDA_Football/status/1435578896750104587,2021-09-08 12:20:55+00:00,"New digital image for the FDA's @mccaragher created by @Represent1Media 👌

* Just turned 20 ✅
* #Captain of @kendaltownfc ✅
* 2 #goals in 6 games ⚽️✅
* Clubs continuing to express an interest ✅

Its just a matter of time ⏳⚽️. 
Keep it up Greg 👍. 
#opportunities #design https://t.co/PSXZqsKax4",1.43558E+18,FDA_Football,Sport
